Title,Author_URL,Author_Name,App_Version,Rating,Review,Date
Poorly kept up,https://itunes.apple.com/us/reviews/id108119531,TrippleE87,4.44.0,1,"2 of the 3 scooters were not working. And had over 50% battery. Bird was happy to charge me for this only a couple bucks of a loss, weak sauce.",7/29/19 01:05
Disappointed,https://itunes.apple.com/us/reviews/id156108677,galapage,4.44.0,5,"Very expensive , and I can’t leave it where I wanted to go . Will definitly uber next time . No more birds for me !",7/28/19 22:25
Scooter didn’t work,https://itunes.apple.com/us/reviews/id396012166,e0101237,4.44.0,1,"Initially felt a little bit of ‘go’...
But then never worked",7/28/19 19:47
Great product!,https://itunes.apple.com/us/reviews/id559618402,I am2 a 5 champ6778,4.44.0,5,The ride on the birds were exhilarating,7/28/19 19:29
No more than 2 on one app,https://itunes.apple.com/us/reviews/id190454279,Parastormer,4.44.0,1,"My friend and I were trying to use these, but her phone is an older smartphone so she can’t get the app, and we can’t use two scooters on one app. I feel like this needs to be fixed.",7/28/19 19:23
Bird app,https://itunes.apple.com/us/reviews/id116568974,Shooter19m,4.44.0,5,Great concept but terrible that a family of 4 that only has two phones can’t use these. You should be able to rent multiple scooters on the same device,7/28/19 19:21
Horrible App Design,https://itunes.apple.com/us/reviews/id148622789,Mrs LP,4.44.0,1,I recently rented on of Bird’s scooter and I was very disappointed in their billing practices. Buyer beware this company charges you by the minute for reserving an device and the app does not quite pricing before purchase. I have already submitted a complaint via email to their office awaiting a response.,7/28/19 08:58
Payment,https://itunes.apple.com/us/reviews/id1053129029,Havxjsnaudbfjksnwb,4.44.0,1,"I just used a scooter for the first time yesterday. When I first downloaded to app it said the first ride was free up to 5$ which was great. I linked my card to the account just Incase I went over, which I did (to $6.50). When I setup my card I figured I would be charged for the individual ride but instead it charged me for $20 (the largest pre-pay option for the account) without notifying me that that’s how their system works. Will probably not use them again seeing how an Uber would’ve cost the same amount of one ride and charged me the actual cost not anything more.",7/28/19 01:43
First scooter did not work and second would not let me park,https://itunes.apple.com/us/reviews/id699530361,dhardy2424,4.44.0,2,"The first scooter I had did not
Work the wheels where damaged and almost made me fall while riding the second was fine but when I went to park it told
Me I was in a no parking zone I moved out the zone but gps was still registering it in another area other than that it was fine",7/28/19 01:36
"Riding the bird just changed my life, such a fun birthday weekend!",https://itunes.apple.com/us/reviews/id741398593,lndawgs,4.44.0,5,Changing the bird just changed my life forever. Such a great birthday weekend,7/27/19 23:20
Bird in Chicago,https://itunes.apple.com/us/reviews/id303486652,Aces6789101112,4.44.0,5,"Bird in Chicago has changed my transportation routine. First, it saves money. Second,  it provides an alternate mode of transportation from the L, which is super unreliable. 

Thanks for being here! Make sure you get here full time!",7/27/19 23:16
Prices!,https://itunes.apple.com/us/reviews/id788876203,MVargasBrandt,4.44.0,1,The most expensive scooters around! Paid $25 for an hour whereas I paid $10 for an hour with other apps such as Skip and Lyft.,7/27/19 21:14
Price Change,https://itunes.apple.com/us/reviews/id732129328,MasonColeSmith,4.44.0,1,"I would give a 5 star but recently the price has been doubled per minute. It was $0.15 per min. Now, it’s $0.30 per minute.",7/27/19 20:11
Bird,https://itunes.apple.com/us/reviews/id213012377,Cathie B,4.44.0,5,Very fun,7/27/19 20:03
2 birds 1 phone,https://itunes.apple.com/us/reviews/id167058659,c10patron,4.44.0,4,Don’t like the fact that you can’t pay for 2 bird on 1 phone. But other than that pretty cool,7/27/19 19:36
Loved but...,https://itunes.apple.com/us/reviews/id1035592544,ChrisofiaRam,4.44.0,2,"I loved the idea and the scooters (so much that I ordered my own electric scooter to ride around at home) but it seems while I was in Memphis TN that NOBODY seemed to be respectful of the scooters. Threw them down, broke them, most of them had low battery! I had to scan 8 before I found a good one to ride (and the bird app charges $1-3 when you scan and repark)",7/27/19 14:47
Too expensive,https://itunes.apple.com/us/reviews/id157391029,Erinbangify,4.44.0,2,"This is a great service and so convenient however, they trick you with a “free” ride and make you automatically out 10$ on your account. Go with Lyft. Half the price and they charge your account rather than having to load your account with money you may not ever use.",7/27/19 01:24
I’ll take a Lime,https://itunes.apple.com/us/reviews/id104162017,why are we using this app,4.44.0,1,Lime took me a minute to sign up. Couldn’t even get the sign up to work on Bird and they tried to charge me before even riding. NOPE.,7/26/19 20:41
CHECK NO PARKING ZONE BEFORE ENDING RIDE,https://itunes.apple.com/us/reviews/id294480447,JuggernautEpps,4.44.0,4,"Bird is an awesome ride. The newest model is the best design yet and leaves the competition in the dust. The reason I dropped a star is a parking problem. At the end of my ride I hit ""end ride"" and it gave me the message that I was in a no parking zone. Fair enough. But the bird decided to lock the wheels up even though the ride timer kept going. So in order to move it so that I could end the ride I had to pick up the bird and carry it out of the no parking zone. It isn't a light piece of equipment and it kept hitting my ankles. Finally it let me end it but by then I had paid for 2 extra minutes of hassle. Very needlessly frustrating experience.",7/26/19 20:38
The best fun you’ll have!,https://itunes.apple.com/us/reviews/id480673281,Ak47bullet,4.44.0,5,Went to Kansas City downtown over the weekend saw the bird scooters decided to give it a shot! Honestly one of the funnest things I have done in a longgg time!!!,7/26/19 06:19
Denver scooting’,https://itunes.apple.com/us/reviews/id146713904,FishboneRN,4.44.0,5,So fun,7/26/19 05:01
Awesome rides,https://itunes.apple.com/us/reviews/id1052328345,quantum_ bxndz,4.44.0,5,They always work and the brakes work good bird is the best app to use for scooters and that’s a fact.,7/26/19 03:15
Terrible user experience,https://itunes.apple.com/us/reviews/id351594989,看市场开发你的呢,4.44.0,1,"Doesn’t recognize any scooter that is in use, you only know it’s in use when u actually scan the QR.",7/26/19 00:50
Horrible change,https://itunes.apple.com/us/reviews/id109206600,Joo13,4.44.0,1,Why do we have to prepay now?  Having to “re-load” my balance is a shameless money grab.,7/26/19 00:48
First ride,https://itunes.apple.com/us/reviews/id145752903,CreoleVacationer,4.44.0,5,Loved the ride but took like the first 5 minutes trying to get it to go. Didn’t realize you needed to kick start so hard.,7/26/19 00:17
Cheap and gets you where you need to go,https://itunes.apple.com/us/reviews/id652922387,nicolasb422,4.44.0,5,For an entire hour I paid 11$ and that was a shock. The birds are always working and always where they say they are. I have had many instances with Lime where the scooter was either broken or simply not where the gps said it was. With Bird I have only had an issue with it being broken once. And I saw the scooter get picked up the next day. Was gonna buy a car but now I can save that money cuz I don’t need one.,7/26/19 00:06
What a ripoff,https://itunes.apple.com/us/reviews/id136556518,Roadhouse618,4.44.0,1,"The shared scooter idea is amazing, but Bird has horrible customer service. I used one the other day, and it took me about 1.5 blocks before it started to decelerate. The battery didn’t seem dead, as the headlight was on and other lights were on, but it would not go anywhere. I asked for a refund and received no response. 

Go with Lime, or any other scooter out there. Do not use Bird.",7/25/19 23:21
Price double randomly,https://itunes.apple.com/us/reviews/id937141796,complainer365,4.44.0,1,Their advertised price in LA was half of what they charged. thought I got a good deal and ended up getting ripped off. Furthermore I have a balance that I cannot retrieve so they are sort of stealing additional funds by hoarding it in my account. Of which they do not have scooters in my city so it could never be used. Uber is cheaper than this scooting thing frankly. app is annoying to use.,7/25/19 22:28
Awwsome,https://itunes.apple.com/us/reviews/id500325961,Apple7446,4.44.0,5,Very fun fast and the Barry lasted all day of riding. I rode it from 1:00 to 8:00 7 hours of fun,7/25/19 02:01
Not worth it,https://itunes.apple.com/us/reviews/id289273998,OISssss,4.44.0,1,"Half the scooters are broken/non-functioning, and the other half is outside their area. Why did I even bother to top up $20?💸💸",7/25/19 01:20
Stole $40 from me,https://itunes.apple.com/us/reviews/id382149908,Demi!!!,4.44.0,1,"I wanted to use the bird to go 2 miles away to a store in Santa Monica, and the app decided to charge me $40 for the 2 mile ride. Very angry and upset. I called to get it figured out, and I was left on hold for an hour.",7/24/19 23:23
Cool,https://itunes.apple.com/us/reviews/id404506201,Mizb29,4.44.0,5,I wish if you drive for more than 12 minutes at the price per minute would go down two or three cents otherwise it’s a great way to see a city,7/24/19 21:04
Junk,https://itunes.apple.com/us/reviews/id396355988,Tyty aka:tyler Douglas,4.44.0,1,They didn’t work,7/24/19 01:18
Didn’t die!,https://itunes.apple.com/us/reviews/id109040004,mikedgotabigd,4.44.0,5,Didn’t die!,7/24/19 00:47
Save the planet,https://itunes.apple.com/us/reviews/id721442059,applejax62,4.44.0,5,Ride a bird!!,7/23/19 18:11
So convenient for downtown living. Love it!,https://itunes.apple.com/us/reviews/id31963426,skolsen,4.44.0,5,"I live near Liberty Park and I love having these around! I can always hop on one close by. I take it grocery shopping, to yoga, to friends houses. I love keeping my car at home and having a cleaner way of commuting around. Love it!!",7/23/19 04:07
Be careful!!,https://itunes.apple.com/us/reviews/id1051187295,gbhartisd,4.44.0,1,The app makes it frustratingly difficult to remove your card. I assume this is to minimize the amount of people leaving the app. It also automatically set me up on a 20$ subscription which I never wanted. The birds themselves are fine but they litter the streets.,7/23/19 03:30
REVIEW,https://itunes.apple.com/us/reviews/id346301291,all about progress,4.44.0,4,"While on a business trip to D.C., in my downtime I went sightseeing and BIRD was my choice of travel. The trick is finding one with enough charge on the battery. I like almost everything about it except for very short trips, I got charged more money than I should have. Other than that, it beats walking any day!",7/23/19 01:28
Super fun,https://itunes.apple.com/us/reviews/id629723914,Alisha1010,4.44.0,5,First time ever...I am a bit late to the party but it was super fun! 🤙🏽,7/23/19 01:11
Can’t ride a “scooter” at the age of 17 with a drivers license,https://itunes.apple.com/us/reviews/id1051132084,yolo23man,4.44.0,1,"It’s very irritating because why in the hell can I not ride a scooter, going like 5 miles when I can drive a car, A CAR. Very dumb and disappointing",7/22/19 23:51
More expensive than others,https://itunes.apple.com/us/reviews/id741594685,rollergirl26,4.44.0,1,My daughter rode a Lyft while I rode a bird and the bird was TWICE the price.,7/22/19 20:24
Best and worst idea ever.,https://itunes.apple.com/us/reviews/id709182119,johnbrylove,4.44.0,3,"So much fun and perfect for emissions. The city should get rid of busses, and make people cruise around on battery powered scooters. 

The product may be amazing but the way it is paid for is ruining the whole thing. It is way too expensive (for people from a low socioeconomic status SES) to drive safely. This is why you see %80 of the scooter-users flying through intersections and nearly killing themselves or hurting others. 

Must be why I nearly run someone, on one of these over, every time I’m downtown. the idea is great but your price model promotes unsafe scooter driving - to say the least.",7/22/19 18:45
Great option for urban transportation,https://itunes.apple.com/us/reviews/id180239102,Ibbieta,4.43.0,5,And good enough equipment to get it done.,7/22/19 15:46
😍,https://itunes.apple.com/us/reviews/id707618016,edgarito mapachita,4.43.0,5,Excelente lo ameeeee,7/22/19 05:51
Nampa Idaho,https://itunes.apple.com/us/reviews/id745342829,rank scoot,4.43.0,4,Nampa Idaho needs birds!,7/22/19 04:18
$15 for 40 mins,https://itunes.apple.com/us/reviews/id539107009,Underwatercockmonster,4.43.0,1,Turned off for no reason during my ride.  charges more then the ride cost by charging $5 at a time. No way to know how much the ride cost till you park it. Had to walk even with %42 battery left.,7/22/19 03:03
Mrm,https://itunes.apple.com/us/reviews/id465500773,madeleinemrm94,4.43.0,5,Ended,7/21/19 23:16
Nashville,https://itunes.apple.com/us/reviews/id393112457,jones123455789,4.43.0,3,Needs more recharging,7/21/19 23:11
1anemoi,https://itunes.apple.com/us/reviews/id112313311,1anemoi,4.43.0,5,Helps a lot when one foot is not working,7/21/19 21:08
Ride,https://itunes.apple.com/us/reviews/id418061807,kinriro,4.43.0,3,Its not charge and our ride did not last longer,7/21/19 19:01
What happened to lock-and-hold??,https://itunes.apple.com/us/reviews/id26405062,this nickname bs is annoying,4.43.0,2,Are you just trying to charge me the additional unlock fee every time I go into a store!?,7/21/19 18:15
Unreliable,https://itunes.apple.com/us/reviews/id534507197,TayGlizzy757,4.43.0,2,"Me and my wife were in Austin, Tx one night and we parked at a garage away from 6th street and was going to ride Bird there so when we leave we can’t beat traffic only to find out Bird was down for the night with no reasoning. Very inconvenient",7/21/19 06:07
Way too expensive now,https://itunes.apple.com/us/reviews/id155940643,Mal_errr_ee,4.43.0,1,$16 for 53 min? No way,7/21/19 01:58
Broken bird,https://itunes.apple.com/us/reviews/id32651021,hydjeofviwkshie,4.43.0,1,Mine did not work at all! I want my money back please.,7/21/19 00:58
Oswam,https://itunes.apple.com/us/reviews/id422706392,YoungDrogpa,4.43.0,5,Really nice tech I loved it,7/20/19 23:43
Other Companies So Much Better,https://itunes.apple.com/us/reviews/id419941871,klwahl,4.43.0,1,"Bird is definitely not worth it. They are double per minute now ($0.29 instead of $0.15) and I have had nothing but trouble with the scooters. Definitely stick to Lime, Spin, or Jump.",7/20/19 21:47
Actual review,https://itunes.apple.com/us/reviews/id960444879,hav dhjs,4.43.0,1,I use Bird almost every weekend to get to my job from the train station. It’s very good the only problem is it takes  money from my account without my permission . It’s a huge especially since my auto pay isn’t on it’s concerning,7/20/19 21:12
Zo3,https://itunes.apple.com/us/reviews/id315492917,Sheffield Family,4.43.0,5,Off the shizzle manizel,7/20/19 20:51
Great fun!,https://itunes.apple.com/us/reviews/id688462696,beckypaintsmurals,4.43.0,5,This is an affordable way to have fun around town.  It might work better to include safer areas to ride the scooters though for people from out of town so they don’t wind up in a sketchy area!,7/20/19 16:41
Love Bird!,https://itunes.apple.com/us/reviews/id40764031,ghygfddhttfdkzx,4.43.0,5,Love Bird!,7/20/19 06:47
Yey,https://itunes.apple.com/us/reviews/id694269835,Mr.CP-214,4.43.0,5,Koooo,7/20/19 04:31
Ripped off!,https://itunes.apple.com/us/reviews/id15961791,rockinjim,4.43.0,1,"Hello!  I was led to believe that it is $20 for unlimited rides for the month (posted sign).  I was just charged $40 plus for my first 1/2 ride.  Please have someone contact me from customer service to explain and provide the appropriate credit!!!  Thank you.

Jimmy
(859) 570-0456",7/20/19 02:56
Cant add apple pay card,https://itunes.apple.com/us/reviews/id237349133,Zubzubi,4.43.0,1,Tried to change my current apply lay card on file and would not give option for new card,7/20/19 02:38
Bad ride,https://itunes.apple.com/us/reviews/id742426200,james cerna,4.43.0,3,The last 2 rides I got charged for. And I didn’t ride them,7/20/19 01:55
Scooter ride,https://itunes.apple.com/us/reviews/id1049936801,gibby202,4.43.0,5,It was a lot of fun and I think it could go a little faster.,7/20/19 01:49
Horrible product in Chicago,https://itunes.apple.com/us/reviews/id19183687,deankoz,4.43.0,1,"I decided to try the service.  It’s 98 degrees and thought it could be nice to ride back to the office.  Got halfway back and the scooter stopped working at full speed.  Got back to the office and the app wouldn’t let me park as it was out of the service area!  I had to walk the scooter back 4 blocks in 98 degree heat to the service area where it allowed me to park it and walked back.  Horrible experience, how do you know the service area when you rent the scooter.  Terrible product and service!",7/19/19 22:27
Bigger IS better!,https://itunes.apple.com/us/reviews/id680277356,vectorfunky,4.43.0,5,I like that they started marking the birds bigger.,7/19/19 22:23
Process ?,https://itunes.apple.com/us/reviews/id113984996,sactola2018,4.43.0,1,Opening the confirmation link in my email takes me to the webpage but then automatically opens  to the Bird link in the App Store instead of the app. The app just gives me the option to enter my email again. 🤷🏼‍♂️,7/19/19 19:12
Raised prices,https://itunes.apple.com/us/reviews/id230668861,Malakas55,4.43.0,1,Raised prices. Bummer!  Used to be .15/min.  Now .29/ min in Washington DC.,7/19/19 19:11
Brutally inefficient.,https://itunes.apple.com/us/reviews/id43068022,Ramsey53,4.43.0,1,I took bird scooter and had no issues unlocking. I stayed within the mapped area but the scooter refused to let me end my ride. It kept refusing to end. I was on a tight lunch break so I had to leave it running but I messaged their help center multiple times and never got a answer. Feeling frustrated I took it back to where I found it and it still refused to let me end the ride. The GPS was not updating. Finally it let me finish the ride and charged me so much. Crooks.,7/19/19 18:50
Ronald Coleman,https://itunes.apple.com/us/reviews/id1047204450,Akiki Kim,4.43.0,5,"The first scooter I unlocked wouldn’t ride. When I turned it off the app asked if I enjoyed my free ride. My question is, did I loose my free ride with bird scooter?",7/19/19 17:30
Best scooter app,https://itunes.apple.com/us/reviews/id36585225,BEK0310,4.43.0,5,"There are two scooter brands in my city. I have always had more success with the Bird scooter and the app working properly, And if you have a problem customer service is quick and very helpful!",7/19/19 12:06
Payment Could work better,https://itunes.apple.com/us/reviews/id175022502,Andie78,4.43.0,3,"My 16 year old used the scooter and the app with my card.   He rode for a 1/2 hour, stopped then rode another hour.  My card was charged $20 and $5, 3x.  I’m not sure what went wrong but according to the cost that should have gotten him 3-4 hours.  All in all, he loved it but I found it a bit costly.",7/19/19 11:53
Great way to go in Santa Monica!,https://itunes.apple.com/us/reviews/id38279628,JTfam,4.43.0,5,"First time rider, took a minute to set up, scooter was fast.  Some models are faster than others.",7/19/19 04:01
Disappointing,https://itunes.apple.com/us/reviews/id1049479287,scheeed,4.43.0,2,"When the scooters are available it all works great. However I often have to visit multiple pins on the map before I find one that actually has a scooter, more than not so far the scooter is missing. The app is frustrating, it asks me to verify my email almost every day, and sometimes the app is unable to end the ride, and I’ve been charged almost a $1 just waiting for the app to end the ride. The worst offense put me off the app for good, the scooter died as I was going through an intersection, and I had to drag the dead scooter through traffic. 
Concept is great, go use another app if you can.",7/19/19 02:26
A bit tricky for new users,https://itunes.apple.com/us/reviews/id426258625,Mr_guy138,4.43.0,2,"I would be having the best experience with this service, but I wasn't aware that I couldn't leave the scooter on a university campus, and then had it lock on me making it difficult to escort back out of the grounds. Recently, I realized I was being automatically charged to keep a ride balance which I did not expect would be the default setting; with more experience though, this is a 5-star service.",7/18/19 20:09
Awesome,https://itunes.apple.com/us/reviews/id329137476,Daibelis88,4.43.0,5,Super! I love scooters,7/18/19 19:30
Worst Experience of my life,https://itunes.apple.com/us/reviews/id430113098,appDeveloper5454,4.43.0,1,"I never write reviews for things. That I love or hate. But this experience was the worst I have had with any company ever.

Customer Service/Support: 

The bird was 10 days late from arrival. I waited everyday and I got lucky that they only pushed it back 10 days late. My roommates weren’t so lucky. They waited a month to receive a working one. The ones they received previously were all defective.

I locked up their scooter with their technology. I left it parked for less than 24 hours and when I came back it was gone. I had been riding this thing to and from work for weeks and this was the first time I parked it outside. DO NOT PARK THEM OUTSIDE THEY WILL GET STOLEN. (see technology) 

As many of you know, apps collect data all the time, with every button you click there is data being collected. They were not even interested in helping me find the bird. They literally have all the data. They took 8 hours to reply to me after I said it was stolen. Then took 30 minutes from when I gave a statement to charge me $200 for their technology not working. WHAT IS THIS COMPANY TRYING TO PULL!!! Why should we be punished for their technology not working? Also, if they were really interested in getting their scooter back they would have helped me find it. I didn’t want to get it stolen, I use it everyday and now I have to find another way to get to work. 

Technology: 

It doesn’t go very fast and it randomly will beep. My coworkers would get so annoyed when I left it by my desk because it would randomly beep. “I hate that thing”, my desk neighbor. I think they are all defective in some way shape or form. Sometimes it will be able to accelerate and sometimes it won’t. There is seriously something wrong with their tech. I was only using it to get to work everyday in a straight path for 10 minutes and although I was scared something was going to happen to it I still did it because it was so short. 

They literally have a small thin cord to “lock your scooter”. This is not safe, they are basically asking to get stolen. It seems like this is to sabotage you into getting it stolen and them making $200 off of you. There tech is so bad I wouldn’t be surprised if they are making a profit off of it. 

Also if your phone dies you are basically screwed. Everything is connected to your phone so it won’t ride or lock when your phone is dead. I had to drag it for a mile to get home when my phone died. It was beeping and resisting the whole time. 

Conclusion 

This experience has been actually traumatic and I don’t really have heavy feelings toward a lot of things and that is why I am writing this. I hope I can prevent some people from going through this. Do yourself a favor and avoid this app at all costs. As soon as a better product with better customer service comes around these folks are history. Good luckier to them. I am truly embarrassed I ever rode one of these.",7/18/19 17:50
Need to see charge level before unlocking,https://itunes.apple.com/us/reviews/id25323367,Dragon-Geek,4.43.0,5,"Updated: When you're planning a ride it is important to see what the charge level is, especially if you're planning a longer ride. Support informed me You can zoom in from the map and see a battery icon above each Bird drop pin or you can also tap on the drop pin to see the actual battery percentage before you start your ride.",7/18/19 17:09
Revolutionary app,https://itunes.apple.com/us/reviews/id7592111,Ksalas84,4.43.0,5,I use Bird at least 4 times a week. Works very well,7/18/19 15:23
Credit:,https://itunes.apple.com/us/reviews/id266371506,liz hattrich,4.43.0,1,I’d like a credit. I parked my bird scooter next to several others when my ride ended and was told I was in a no parking zone. I have a screenshot showing when my ride ready ended vs. when the app stopped keeping time.,7/18/19 12:02
So cool,https://itunes.apple.com/us/reviews/id264909045,dm602,4.43.0,5,I..f&$@1)/ love it!!,7/18/19 07:08
Bird ride,https://itunes.apple.com/us/reviews/id200161143,Coco&milo,4.43.0,1,My scooter was not working well,7/18/19 06:34
Terrible customer service,https://itunes.apple.com/us/reviews/id452054043,Kristalgreene memoria,4.43.0,1,Scooter locked up in the middle of an intersection. I tried to contact customer service and they never responded. Complete lack of respect for patrons using their transport.,7/18/19 02:10
Battery,https://itunes.apple.com/us/reviews/id1044557775,trisha33316,4.43.0,1,Scooter died even though it had battery life had to stop and park,7/17/19 23:59
Was great....,https://itunes.apple.com/us/reviews/id234586025,Aren da,4.43.0,1,"Birds pricing model is terrible. Charging nearly double of competitors as well as pre charging you is not consumer friendly. Bummer, they were great at first but no longer competitive",7/17/19 15:53
Smoothest ride in Atlanta,https://itunes.apple.com/us/reviews/id586241409,Elamaun,4.43.0,5,"Thanks, Bird.  Made me a scooter snob.  Now walking extra to get to Bird.",7/17/19 12:32
Awesome,https://itunes.apple.com/us/reviews/id875870801,𝕞𝕖𝕝𝕪,4.43.0,5,I love it and it saves the pollution and like I always say be part of the solution not part of the pollution,7/17/19 04:33
Watch your credit card,https://itunes.apple.com/us/reviews/id276463991,Fuzzy Jackal,4.43.0,2,"Months after using a Bird scooter they charged my credit card $20 without warning. Reversed it when I called customer service, but this is a shady business practice. Use with caution.",7/17/19 04:13
Bad!,https://itunes.apple.com/us/reviews/id520765409,zionnnnnnnn,4.43.0,1,Sucked so bad!!!,7/17/19 02:16
Load,https://itunes.apple.com/us/reviews/id322927261,ggdisheheodb,4.43.0,1,I don’t want to load up an amount because I don’t always use bird and it may not be here when I get back. I want to be charged per minute.,7/16/19 19:23
Keeps forgetting my payment options,https://itunes.apple.com/us/reviews/id450552696,michlja,4.43.0,3,"Hi, a couple times now instead of using my card on file I’ve been required to enter a new credit card from scratch. Odd.",7/16/19 18:22
Force to charge,https://itunes.apple.com/us/reviews/id418283108,可乐换雪碧不加冰,4.43.0,1,"Force you to turn on balance auto update and it’s NON refundable, not easy to remove your credit card",7/16/19 14:28
Pretty much everywhere is A no-go zone,https://itunes.apple.com/us/reviews/id16262635,Mikey Br,4.43.0,1,Turns out my house where I live in a community of 70 homes is a no go zone. It’s a no go zone about 3/4 of a mile before I get there. Bird is guaranteed to leave you stranded. Never again.,7/16/19 03:20
Bad,https://itunes.apple.com/us/reviews/id295066178,shaun 0628,4.43.0,3,Charged me twice 😡,7/15/19 23:17
THIS IS F*CKING AWESOME,https://itunes.apple.com/us/reviews/id487241563,great app for creative minds,4.43.0,5,Yeah,7/15/19 23:04
Good transportation.,https://itunes.apple.com/us/reviews/id154830355,Sahuayopilot,4.43.0,5,I needed to go to the bathroom in my hotel room. So I hopped on a scooter 🛴 an run. Thank you Bird for saving me. 💩,7/15/19 22:03
I like bird BUT..,https://itunes.apple.com/us/reviews/id644217490,1CAKED,4.43.0,5,I was the hardest time finding one that wasn’t damaged! I love the feel of the bird scooters but so many are damaged around Southend Charlotte!,7/15/19 21:06
Super fun!,https://itunes.apple.com/us/reviews/id272576726,Prodoehl,4.43.0,5,Great thing to do to get from place to place or just joy ride!,7/15/19 19:59
Indi,https://itunes.apple.com/us/reviews/id540673693,kylexsteven,4.42.0,5,"First time riding it, loved it. Felt like I was a kid again.",7/15/19 18:04
Low battery,https://itunes.apple.com/us/reviews/id213994254,Eneleh 22,4.42.0,4,"We rented two on my Acct card,she had to change twice cause of battery, how do you know if the battery is low? Thank",7/15/19 17:01
Performance,https://itunes.apple.com/us/reviews/id100279412,Aurelisk,4.42.0,5,It’s great,7/15/19 13:41
Literally useless,https://itunes.apple.com/us/reviews/id384268724,sc_vb,4.42.0,1,I walked 20 streets in Virginia Beach and could not find a single functioning scooter. Every single one that I came across (15ish) was either damaged or the battery was drained. Only 1 actually seemed like it was going to work but actually didn’t and instead only took my money. What a complete waste. I had high hopes for this app but was sorely disappointed.,7/15/19 05:16
BSG (Bird Scoot Gang),https://itunes.apple.com/us/reviews/id630635641,SkeetaxBang,4.42.0,5,Litty,7/15/19 01:39
Kinda slow,https://itunes.apple.com/us/reviews/id39381928,carolinabina,4.42.0,3,My scooter was weirdly slow,7/15/19 01:19
complete crap,https://itunes.apple.com/us/reviews/id284687615,Tibbs696969,4.42.0,1,a. the birds don’t work b. they sneak the balance renew automatically and it’s happened twice. no i don’t want a 20 dollars auto payment c. the app is buggy and won’t let you end rides,7/15/19 01:17
Miss Mariah’s + Toads Birding Adventure,https://itunes.apple.com/us/reviews/id119559671,Road Magic,4.42.0,5,Riding the Papago trails was a beautiful day! Had an amazing experience hope to enjoy becoming a bird charger ASAP! 🥰😜🤓😎🤩😚😚😋😆🤣,7/14/19 22:54
Terrible customer service.,https://itunes.apple.com/us/reviews/id439194891,The forbidden name,4.42.0,1,For some reason it keeps your credit card info even though I want to take it off. The only way you can take it off is if you contact there costumer service that still hasn’t gotten back to me after 4 hrs. Actually I got a response 9 hrs later but when I replied they said nothing and my problem still isn’t resolved,7/14/19 17:13
Pricing,https://itunes.apple.com/us/reviews/id760297055,daddy drid,4.42.0,5,Lower it,7/14/19 17:12
Today is the day I come to life!!!!,https://itunes.apple.com/us/reviews/id1010005801,Ernest W. Somerville,4.42.0,3,A quick ride when you need it!,7/14/19 16:37
Great ride,https://itunes.apple.com/us/reviews/id486124745,te____te,4.42.0,5,I’ve never had a problem with bird super safe ride and way cheaper than Uber,7/14/19 14:55
Absolute stinking pile of crap,https://itunes.apple.com/us/reviews/id135927987,tinhead2,4.42.0,1,"Unfortunate that such a great concept could be so absolutely bumbled by inept developers and nonexistent customer service.

Connection errors, broken scooters, and no response from the in app help function.

This is in contrast to other applications like Lime and Uber Jump who seem to be on top of their customer service game.

I suggest you look into competitive apps, delete this one. I will be disputing all charges as a result of non-functional rides and no customer service.",7/14/19 14:48
Scooter,https://itunes.apple.com/us/reviews/id1020671587,King78.,4.42.0,5,Easier and more comfortable then lime scooter!,7/14/19 14:02
Recreation or Extreme Sport?-,https://itunes.apple.com/us/reviews/id150573152,BrianKeith86,4.42.0,5,Love it. Send me my chargers already.,7/14/19 04:50
⭐️⭐️⭐️,https://itunes.apple.com/us/reviews/id881517528,leonardo ⭐️,4.42.0,5,⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,7/14/19 03:54
Too expensive!!!,https://itunes.apple.com/us/reviews/id100326067,Alicante Bog,4.42.0,5,Too expensive!!!,7/14/19 03:51
Bird,https://itunes.apple.com/us/reviews/id224470012,padre.__,4.42.0,5,Hard to find a working scooter but once you find one it is amazing,7/14/19 02:03
Fast & Easy set up & ride!,https://itunes.apple.com/us/reviews/id25229467,Creatingnicknamesstink,4.42.0,5,"App was super easy to set up, we saved a ton of time riding instead of walking!
Thank You!",7/14/19 00:16
Overcharged,https://itunes.apple.com/us/reviews/id301317004,Deeds3686,4.42.0,1,Two scooters wouldn’t go but I was still charged.,7/13/19 23:37
Great,https://itunes.apple.com/us/reviews/id958721743,birdfasterthanlime,4.42.0,5,Very convenient,7/13/19 23:09
Brakes were locking up.,https://itunes.apple.com/us/reviews/id11559071,wumang42,4.42.0,3,"Had to manually unlock brakes. When unlocked there was very low brake force. Other than that, the scooter was quick and easy to use.",7/13/19 21:03
Better suspension?!?,https://itunes.apple.com/us/reviews/id25826931,Isaac LV,4.42.0,5,"Cool way to get around, but be aware of pot holes and rough roads. The tires are small and the suspension almost non existent! Great experience other wise.",7/13/19 19:34
